symptom_name;disease_common_name
Vocal Cord Paralysis;acquired immunodeficiency syndrome
Vocal Cord Paralysis;breast cancer
Vocal Cord Paralysis;skin cancer
Vocal Cord Paralysis;rheumatoid arthritis
Vocal Cord Paralysis;coronary artery disease
Vocal Cord Paralysis;hypertension
Vocal Cord Paralysis;systemic scleroderma
Vocal Cord Paralysis;obesity
Vocal Cord Paralysis;malignant glioma
Vocal Cord Paralysis;melanoma
Vocal Cord Paralysis;esophageal cancer
Vocal Cord Paralysis;rectum cancer
Vocal Cord Paralysis;stomach cancer
Vocal Cord Paralysis;liver cancer
Vocal Cord Paralysis;head and neck cancer
Vocal Cord Paralysis;larynx cancer
Vocal Cord Paralysis;brain cancer
Vocal Cord Paralysis;mediastinal cancer
Vocal Cord Paralysis;thymus cancer
Vocal Cord Paralysis;prostate cancer
Vocal Cord Paralysis;kidney cancer
Vocal Cord Paralysis;ankylosing spondylitis
Vocal Cord Paralysis;asthma
Vocal Cord Paralysis;multiple sclerosis
Vocal Cord Paralysis;Parkinson's disease
Vocal Cord Paralysis;epilepsy syndrome
Vocal Cord Paralysis;amyotrophic lateral sclerosis
Vocal Cord Paralysis;Graves' disease
Vocal Cord Paralysis;chronic kidney failure
Vocal Cord Paralysis;systemic lupus erythematosus
Vocal Cord Paralysis;type 1 diabetes mellitus
Vocal Cord Paralysis;hypothyroidism
Vocal Cord Paralysis;panic disorder
Vocal Cord Paralysis;endogenous depression
Vocal Cord Paralysis;adrenal gland cancer
Vocal Cord Paralysis;testicular cancer
Vocal Cord Paralysis;peripheral nervous system neoplasm
Vocal Cord Paralysis;Behcet's disease
Vocal Cord Paralysis;idiopathic pulmonary fibrosis
Vocal Cord Paralysis;intracranial aneurysm
Vocal Cord Paralysis;Creutzfeldt-Jakob disease
Vocal Cord Paralysis;thoracic aortic aneurysm
Vocal Cord Paralysis;salivary gland cancer
Paresis;acquired immunodeficiency syndrome
Paresis;breast cancer
Paresis;colon cancer
Paresis;skin cancer
Paresis;osteoporosis
Paresis;rheumatoid arthritis
Paresis;Alzheimer's disease
Paresis;coronary artery disease
Paresis;atherosclerosis
Paresis;hypertension
Paresis;systemic scleroderma
Paresis;vitiligo
Paresis;type 2 diabetes mellitus
Paresis;leprosy
Paresis;malignant glioma
Paresis;melanoma
Paresis;rectum cancer
Paresis;pancreatic cancer
Paresis;head and neck cancer
Paresis;brain cancer
Paresis;meningioma
Paresis;spinal cancer
Paresis;mediastinal cancer
Paresis;thymus cancer
Paresis;uterine cancer
Paresis;kidney cancer
Paresis;ulcerative colitis
Paresis;Crohn's disease
Paresis;asthma
Paresis;multiple sclerosis
Paresis;Parkinson's disease
Paresis;epilepsy syndrome
Paresis;migraine
Paresis;amyotrophic lateral sclerosis
Paresis;Graves' disease
Paresis;chronic kidney failure
Paresis;systemic lupus erythematosus
Paresis;type 1 diabetes mellitus
Paresis;hypothyroidism
Paresis;bipolar disorder
Paresis;schizophrenia
Paresis;germ cell cancer
Paresis;bone cancer
Paresis;adrenal gland cancer
Paresis;testicular cancer
Paresis;peripheral nervous system neoplasm
Paresis;vascular cancer
Paresis;gout
Paresis;celiac disease
Paresis;pancreatitis
Paresis;Behcet's disease
Paresis;intracranial aneurysm
Paresis;Creutzfeldt-Jakob disease
Paresis;membranous glomerulonephritis
Paresis;dilated cardiomyopathy
Paresis;abdominal aortic aneurysm
Paresis;thoracic aortic aneurysm
Paresis;atopic dermatitis
Paresis;attention deficit hyperactivity disorder
Paresis;primary biliary cirrhosis
Paresis;otosclerosis
Paraparesis;acquired immunodeficiency syndrome
Paraparesis;breast cancer
Paraparesis;skin cancer
Paraparesis;rheumatoid arthritis
Paraparesis;uterine fibroid
Paraparesis;melanoma
Paraparesis;retroperitoneal cancer
Paraparesis;ovarian cancer
Paraparesis;head and neck cancer
Paraparesis;brain cancer
Paraparesis;meningioma
Paraparesis;spinal cancer
Paraparesis;mediastinal cancer
Paraparesis;uterine cancer
Paraparesis;prostate cancer
Paraparesis;kidney cancer
Paraparesis;ankylosing spondylitis
Paraparesis;Crohn's disease
Paraparesis;multiple sclerosis
Paraparesis;Parkinson's disease
Paraparesis;chronic kidney failure
Paraparesis;systemic lupus erythematosus
Paraparesis;bone cancer
Paraparesis;adrenal gland cancer
Paraparesis;peripheral nervous system neoplasm
Paraparesis;vascular cancer
Paraparesis;Paget's disease of bone
Paraparesis;celiac disease
Paraparesis;Behcet's disease
Paraparesis;intracranial aneurysm
Paraparesis;Creutzfeldt-Jakob disease
Paraparesis;abdominal aortic aneurysm
Paraparesis;thoracic aortic aneurysm
Paraparesis, Spastic;acquired immunodeficiency syndrome
Paraparesis, Spastic;Alzheimer's disease
Paraparesis, Spastic;vitiligo
Paraparesis, Spastic;brain cancer
Paraparesis, Spastic;spinal cancer
Paraparesis, Spastic;ankylosing spondylitis
Paraparesis, Spastic;multiple sclerosis
Paraparesis, Spastic;epilepsy syndrome
Paraparesis, Spastic;amyotrophic lateral sclerosis
Paraparesis, Spastic;restless legs syndrome
Paraparesis, Spastic;systemic lupus erythematosus
Paraparesis, Spastic;peripheral nervous system neoplasm
Paraparesis, Spastic;Paget's disease of bone
Paraparesis, Spastic;Behcet's disease
Paraparesis, Spastic;thoracic aortic aneurysm
Psychophysiologic Disorders;acquired immunodeficiency syndrome
Psychophysiologic Disorders;breast cancer
Psychophysiologic Disorders;colon cancer
Psychophysiologic Disorders;skin cancer
Psychophysiologic Disorders;osteoporosis
Psychophysiologic Disorders;rheumatoid arthritis
Psychophysiologic Disorders;Alzheimer's disease
Psychophysiologic Disorders;coronary artery disease
Psychophysiologic Disorders;hypertension
Psychophysiologic Disorders;systemic scleroderma
Psychophysiologic Disorders;type 2 diabetes mellitus
Psychophysiologic Disorders;metabolic syndrome X
Psychophysiologic Disorders;obesity
Psychophysiologic Disorders;leprosy
Psychophysiologic Disorders;malaria
Psychophysiologic Disorders;uterine fibroid
Psychophysiologic Disorders;melanoma
Psychophysiologic Disorders;stomach cancer
Psychophysiologic Disorders;pancreatic cancer
Psychophysiologic Disorders;larynx cancer
Psychophysiologic Disorders;brain cancer
Psychophysiologic Disorders;meningioma
Psychophysiologic Disorders;spinal cancer
Psychophysiologic Disorders;uterine cancer
Psychophysiologic Disorders;prostate cancer
Psychophysiologic Disorders;ankylosing spondylitis
Psychophysiologic Disorders;ulcerative colitis
Psychophysiologic Disorders;Crohn's disease
Psychophysiologic Disorders;asthma
Psychophysiologic Disorders;chronic obstructive pulmonary disease
Psychophysiologic Disorders;multiple sclerosis
Psychophysiologic Disorders;Parkinson's disease
Psychophysiologic Disorders;epilepsy syndrome
Psychophysiologic Disorders;migraine
Psychophysiologic Disorders;restless legs syndrome
Psychophysiologic Disorders;Graves' disease
Psychophysiologic Disorders;chronic kidney failure
Psychophysiologic Disorders;anemia
Psychophysiologic Disorders;systemic lupus erythematosus
Psychophysiologic Disorders;alopecia areata
Psychophysiologic Disorders;type 1 diabetes mellitus
Psychophysiologic Disorders;hypothyroidism
Psychophysiologic Disorders;panic disorder
Psychophysiologic Disorders;bipolar disorder
Psychophysiologic Disorders;endogenous depression
Psychophysiologic Disorders;schizophrenia
Psychophysiologic Disorders;polycystic ovary syndrome
Psychophysiologic Disorders;bone cancer
Psychophysiologic Disorders;adrenal gland cancer
Psychophysiologic Disorders;testicular cancer
Psychophysiologic Disorders;urinary bladder cancer
Psychophysiologic Disorders;celiac disease
Psychophysiologic Disorders;pancreatitis
Psychophysiologic Disorders;Behcet's disease
Psychophysiologic Disorders;periodontitis
Psychophysiologic Disorders;dental caries
Psychophysiologic Disorders;Creutzfeldt-Jakob disease
Psychophysiologic Disorders;glaucoma
Psychophysiologic Disorders;atopic dermatitis
Psychophysiologic Disorders;attention deficit hyperactivity disorder
Psychophysiologic Disorders;autistic disorder
Psychophysiologic Disorders;vaginal cancer
Psychophysiologic Disorders;otosclerosis
Psychophysiologic Disorders;Gilles de la Tourette syndrome
Psychophysiologic Disorders;narcolepsy
Psychophysiologic Disorders;refractive error
Psychophysiologic Disorders;conduct disorder
Psychophysiologic Disorders;Barrett's esophagus
Psychophysiologic Disorders;fallopian tube cancer
Sensation Disorders;acquired immunodeficiency syndrome
Sensation Disorders;breast cancer
Sensation Disorders;colon cancer
Sensation Disorders;skin cancer
Sensation Disorders;osteoporosis
Sensation Disorders;rheumatoid arthritis
Sensation Disorders;Alzheimer's disease
Sensation Disorders;coronary artery disease
Sensation Disorders;hypertension
Sensation Disorders;systemic scleroderma
Sensation Disorders;type 2 diabetes mellitus
Sensation Disorders;metabolic syndrome X
Sensation Disorders;obesity
Sensation Disorders;leprosy
Sensation Disorders;malignant glioma
Sensation Disorders;melanoma
Sensation Disorders;stomach cancer
Sensation Disorders;ovarian cancer
Sensation Disorders;head and neck cancer
Sensation Disorders;larynx cancer
Sensation Disorders;brain cancer
Sensation Disorders;meningioma
Sensation Disorders;spinal cancer
Sensation Disorders;mediastinal cancer
Sensation Disorders;uterine cancer
Sensation Disorders;prostate cancer
Sensation Disorders;kidney cancer
Sensation Disorders;ankylosing spondylitis
Sensation Disorders;asthma
Sensation Disorders;chronic obstructive pulmonary disease
Sensation Disorders;multiple sclerosis
Sensation Disorders;Parkinson's disease
Sensation Disorders;epilepsy syndrome
Sensation Disorders;migraine
Sensation Disorders;amyotrophic lateral sclerosis
Sensation Disorders;restless legs syndrome
Sensation Disorders;chronic kidney failure
Sensation Disorders;systemic lupus erythematosus
Sensation Disorders;alopecia areata
Sensation Disorders;type 1 diabetes mellitus
Sensation Disorders;panic disorder
Sensation Disorders;bipolar disorder
Sensation Disorders;endogenous depression
Sensation Disorders;schizophrenia
Sensation Disorders;testicular cancer
Sensation Disorders;peripheral nervous system neoplasm
Sensation Disorders;celiac disease
Sensation Disorders;Behcet's disease
Sensation Disorders;intracranial aneurysm
Sensation Disorders;Creutzfeldt-Jakob disease
Sensation Disorders;glaucoma
Sensation Disorders;dilated cardiomyopathy
Sensation Disorders;atopic dermatitis
Sensation Disorders;attention deficit hyperactivity disorder
Sensation Disorders;autistic disorder
Sensation Disorders;Gilles de la Tourette syndrome
Dizziness;acquired immunodeficiency syndrome
Dizziness;breast cancer
Dizziness;colon cancer
Dizziness;skin cancer
Dizziness;osteoporosis
Dizziness;rheumatoid arthritis
Dizziness;Alzheimer's disease
Dizziness;coronary artery disease
Dizziness;atherosclerosis
Dizziness;hypertension
Dizziness;systemic scleroderma
Dizziness;vitiligo
Dizziness;type 2 diabetes mellitus
Dizziness;metabolic syndrome X
Dizziness;obesity
Dizziness;leprosy
Dizziness;hepatitis B
Dizziness;malaria
Dizziness;melanoma
Dizziness;stomach cancer
Dizziness;liver cancer
Dizziness;pancreatic cancer
Dizziness;ovarian cancer
Dizziness;head and neck cancer
Dizziness;hematologic cancer
Dizziness;brain cancer
Dizziness;meningioma
Dizziness;spinal cancer
Dizziness;thymus cancer
Dizziness;prostate cancer
Dizziness;kidney cancer
Dizziness;ankylosing spondylitis
Dizziness;ulcerative colitis
Dizziness;Crohn's disease
Dizziness;asthma
Dizziness;multiple sclerosis
Dizziness;Parkinson's disease
Dizziness;epilepsy syndrome
Dizziness;migraine
Dizziness;amyotrophic lateral sclerosis
Dizziness;restless legs syndrome
Dizziness;Graves' disease
Dizziness;chronic kidney failure
Dizziness;anemia
Dizziness;systemic lupus erythematosus
Dizziness;alopecia areata
Dizziness;type 1 diabetes mellitus
Dizziness;hypothyroidism
Dizziness;panic disorder
Dizziness;bipolar disorder
Dizziness;endogenous depression
Dizziness;schizophrenia
Dizziness;bone cancer
Dizziness;adrenal gland cancer
Dizziness;testicular cancer
Dizziness;ocular cancer
Dizziness;peripheral nervous system neoplasm
Dizziness;urinary bladder cancer
Dizziness;Paget's disease of bone
Dizziness;gout
Dizziness;sclerosing cholangitis
Dizziness;celiac disease
Dizziness;Behcet's disease
Dizziness;idiopathic pulmonary fibrosis
Dizziness;intracranial aneurysm
Dizziness;Creutzfeldt-Jakob disease
Dizziness;glaucoma
Dizziness;IgA glomerulonephritis
Dizziness;thoracic aortic aneurysm
Dizziness;atopic dermatitis
Dizziness;attention deficit hyperactivity disorder
Dizziness;primary biliary cirrhosis
Dizziness;otosclerosis
Dizziness;Gilles de la Tourette syndrome
Dizziness;narcolepsy
Dizziness;refractive error
Dizziness;salivary gland cancer
Deafness;acquired immunodeficiency syndrome
Deafness;breast cancer
Deafness;skin cancer
Deafness;osteoporosis
Deafness;rheumatoid arthritis
Deafness;Alzheimer's disease
Deafness;coronary artery disease
Deafness;hypertension
Deafness;systemic scleroderma
Deafness;vitiligo
Deafness;type 2 diabetes mellitus
Deafness;obesity
Deafness;leprosy
Deafness;malaria
Deafness;malignant glioma
Deafness;melanoma
Deafness;pancreatic cancer
Deafness;ovarian cancer
Deafness;head and neck cancer
Deafness;brain cancer
Deafness;meningioma
Deafness;mediastinal cancer
Deafness;uterine cancer
Deafness;ulcerative colitis
Deafness;Crohn's disease
Deafness;asthma
Deafness;multiple sclerosis
Deafness;Parkinson's disease
Deafness;epilepsy syndrome
Deafness;migraine
Deafness;amyotrophic lateral sclerosis
Deafness;Graves' disease
Deafness;chronic kidney failure
Deafness;Kawasaki disease
Deafness;anemia
Deafness;systemic lupus erythematosus
Deafness;type 1 diabetes mellitus
Deafness;hypothyroidism
Deafness;bipolar disorder
Deafness;endogenous depression
Deafness;schizophrenia
Deafness;germ cell cancer
Deafness;bone cancer
Deafness;ocular cancer
Deafness;peripheral nervous system neoplasm
Deafness;urinary bladder cancer
Deafness;Paget's disease of bone
Deafness;gout
Deafness;sclerosing cholangitis
Deafness;pancreatitis
Deafness;Behcet's disease
Deafness;cleft lip
Deafness;dental caries
Deafness;intracranial aneurysm
Deafness;Creutzfeldt-Jakob disease
Deafness;glaucoma
Deafness;age related macular degeneration
Deafness;IgA glomerulonephritis
Deafness;membranous glomerulonephritis
Deafness;gestational diabetes
Deafness;dilated cardiomyopathy
Deafness;atopic dermatitis
Deafness;attention deficit hyperactivity disorder
Deafness;autistic disorder
Deafness;otosclerosis
Deafness;Gilles de la Tourette syndrome
Deafness;narcolepsy
Deafness;refractive error
Deafness;salivary gland cancer
Hearing Loss, Bilateral;acquired immunodeficiency syndrome
Hearing Loss, Bilateral;skin cancer
Hearing Loss, Bilateral;rheumatoid arthritis
Hearing Loss, Bilateral;Alzheimer's disease
Hearing Loss, Bilateral;coronary artery disease
Hearing Loss, Bilateral;hypertension
Hearing Loss, Bilateral;vitiligo
Hearing Loss, Bilateral;type 2 diabetes mellitus
Hearing Loss, Bilateral;malaria
Hearing Loss, Bilateral;melanoma
Hearing Loss, Bilateral;esophageal cancer
Hearing Loss, Bilateral;stomach cancer
Hearing Loss, Bilateral;pancreatic cancer
Hearing Loss, Bilateral;ovarian cancer
Hearing Loss, Bilateral;head and neck cancer
Hearing Loss, Bilateral;larynx cancer
Hearing Loss, Bilateral;brain cancer
Hearing Loss, Bilateral;meningioma
Hearing Loss, Bilateral;uterine cancer
Hearing Loss, Bilateral;ankylosing spondylitis
Hearing Loss, Bilateral;multiple sclerosis
Hearing Loss, Bilateral;chronic kidney failure
Hearing Loss, Bilateral;systemic lupus erythematosus
Hearing Loss, Bilateral;type 1 diabetes mellitus
Hearing Loss, Bilateral;hypothyroidism
Hearing Loss, Bilateral;endogenous depression
Hearing Loss, Bilateral;schizophrenia
Hearing Loss, Bilateral;adrenal gland cancer
Hearing Loss, Bilateral;peripheral nervous system neoplasm
Hearing Loss, Bilateral;Paget's disease of bone
Hearing Loss, Bilateral;Behcet's disease
Hearing Loss, Bilateral;cleft lip
Hearing Loss, Bilateral;age related macular degeneration
Hearing Loss, Bilateral;IgA glomerulonephritis
Hearing Loss, Bilateral;autistic disorder
Hearing Loss, Bilateral;otosclerosis
Hearing Loss, Noise-Induced;rheumatoid arthritis
Hearing Loss, Noise-Induced;hypertension
Hearing Loss, Noise-Induced;type 2 diabetes mellitus
Hearing Loss, Noise-Induced;multiple sclerosis
Hearing Loss, Noise-Induced;epilepsy syndrome
Hearing Loss, Noise-Induced;type 1 diabetes mellitus
Hearing Loss, Noise-Induced;peripheral nervous system neoplasm
Hearing Loss, Noise-Induced;dental caries
Hearing Loss, Noise-Induced;otosclerosis
Tinnitus;acquired immunodeficiency syndrome
Tinnitus;breast cancer
Tinnitus;skin cancer
Tinnitus;rheumatoid arthritis
Tinnitus;Alzheimer's disease
Tinnitus;coronary artery disease
Tinnitus;hypertension
Tinnitus;systemic scleroderma
Tinnitus;type 2 diabetes mellitus
Tinnitus;metabolic syndrome X
Tinnitus;obesity
Tinnitus;hepatitis B
Tinnitus;malaria
Tinnitus;malignant glioma
Tinnitus;melanoma
Tinnitus;ovarian cancer
Tinnitus;head and neck cancer
Tinnitus;brain cancer
Tinnitus;meningioma
Tinnitus;uterine cancer
Tinnitus;kidney cancer
Tinnitus;ankylosing spondylitis
Tinnitus;ulcerative colitis
Tinnitus;Crohn's disease
Tinnitus;multiple sclerosis
Tinnitus;epilepsy syndrome
Tinnitus;migraine
Tinnitus;systemic lupus erythematosus
Tinnitus;type 1 diabetes mellitus
Tinnitus;hypothyroidism
Tinnitus;bipolar disorder
Tinnitus;endogenous depression
Tinnitus;schizophrenia
Tinnitus;bone cancer
Tinnitus;testicular cancer
Tinnitus;ocular cancer
Tinnitus;peripheral nervous system neoplasm
Tinnitus;urinary bladder cancer
Tinnitus;Paget's disease of bone
Tinnitus;Behcet's disease
Tinnitus;idiopathic pulmonary fibrosis
Tinnitus;intracranial aneurysm
Tinnitus;Creutzfeldt-Jakob disease
Tinnitus;glaucoma
Tinnitus;attention deficit hyperactivity disorder
Tinnitus;autistic disorder
Tinnitus;otosclerosis
Tinnitus;narcolepsy
Olfaction Disorders;acquired immunodeficiency syndrome
Olfaction Disorders;breast cancer
Olfaction Disorders;rheumatoid arthritis
Olfaction Disorders;Alzheimer's disease
Olfaction Disorders;hypertension
Olfaction Disorders;systemic scleroderma
Olfaction Disorders;type 2 diabetes mellitus
Olfaction Disorders;obesity
Olfaction Disorders;leprosy
Olfaction Disorders;rectum cancer
Olfaction Disorders;stomach cancer
Olfaction Disorders;head and neck cancer
Olfaction Disorders;brain cancer
Olfaction Disorders;meningioma
Olfaction Disorders;spinal cancer
Olfaction Disorders;kidney cancer
Olfaction Disorders;ulcerative colitis
Olfaction Disorders;asthma
Olfaction Disorders;chronic obstructive pulmonary disease
Olfaction Disorders;multiple sclerosis
Olfaction Disorders;Parkinson's disease
Olfaction Disorders;epilepsy syndrome
Olfaction Disorders;migraine
Olfaction Disorders;amyotrophic lateral sclerosis
Olfaction Disorders;restless legs syndrome
Olfaction Disorders;chronic kidney failure
Olfaction Disorders;systemic lupus erythematosus
Olfaction Disorders;type 1 diabetes mellitus
Olfaction Disorders;hypothyroidism
Olfaction Disorders;bipolar disorder
Olfaction Disorders;endogenous depression
Olfaction Disorders;schizophrenia
Olfaction Disorders;testicular cancer
Olfaction Disorders;peripheral nervous system neoplasm
Olfaction Disorders;Paget's disease of bone
Olfaction Disorders;pancreatitis
Olfaction Disorders;intracranial aneurysm
Olfaction Disorders;Creutzfeldt-Jakob disease
Olfaction Disorders;age related macular degeneration
Olfaction Disorders;attention deficit hyperactivity disorder
Olfaction Disorders;autistic disorder
Olfaction Disorders;narcolepsy
Somatosensory Disorders;breast cancer
Somatosensory Disorders;Alzheimer's disease
Somatosensory Disorders;coronary artery disease
Somatosensory Disorders;hypertension
Somatosensory Disorders;systemic scleroderma
Somatosensory Disorders;type 2 diabetes mellitus
Somatosensory Disorders;leprosy
Somatosensory Disorders;melanoma
Somatosensory Disorders;pancreatic cancer
Somatosensory Disorders;meningioma
Somatosensory Disorders;spinal cancer
Somatosensory Disorders;prostate cancer
Somatosensory Disorders;multiple sclerosis
Somatosensory Disorders;Parkinson's disease
Somatosensory Disorders;epilepsy syndrome
Somatosensory Disorders;migraine
Somatosensory Disorders;restless legs syndrome
Somatosensory Disorders;systemic lupus erythematosus
Somatosensory Disorders;panic disorder
Somatosensory Disorders;endogenous depression
Somatosensory Disorders;schizophrenia
Somatosensory Disorders;germ cell cancer
Somatosensory Disorders;bone cancer
Somatosensory Disorders;testicular cancer
Somatosensory Disorders;cleft lip
Somatosensory Disorders;intracranial aneurysm
Somatosensory Disorders;Creutzfeldt-Jakob disease
Somatosensory Disorders;attention deficit hyperactivity disorder
Somatosensory Disorders;autistic disorder
Somatosensory Disorders;Gilles de la Tourette syndrome
Hyperalgesia;acquired immunodeficiency syndrome
Hyperalgesia;breast cancer
Hyperalgesia;skin cancer
Hyperalgesia;osteoporosis
Hyperalgesia;rheumatoid arthritis
Hyperalgesia;hypertension
Hyperalgesia;type 2 diabetes mellitus
Hyperalgesia;obesity
Hyperalgesia;melanoma
Hyperalgesia;stomach cancer
Hyperalgesia;head and neck cancer
Hyperalgesia;brain cancer
Hyperalgesia;spinal cancer
Hyperalgesia;uterine cancer
Hyperalgesia;prostate cancer
Hyperalgesia;ulcerative colitis
Hyperalgesia;asthma
Hyperalgesia;multiple sclerosis
Hyperalgesia;Parkinson's disease
Hyperalgesia;epilepsy syndrome
Hyperalgesia;migraine
Hyperalgesia;restless legs syndrome
Hyperalgesia;chronic kidney failure
Hyperalgesia;type 1 diabetes mellitus
Hyperalgesia;panic disorder
Hyperalgesia;endogenous depression
Hyperalgesia;bone cancer
Hyperalgesia;peripheral nervous system neoplasm
Hyperalgesia;psoriatic arthritis
Hyperalgesia;gout
Hyperalgesia;celiac disease
Hyperalgesia;pancreatitis
Hyperalgesia;atopic dermatitis
Hyperalgesia;autistic disorder
Hyperalgesia;Barrett's esophagus
Hyperesthesia;acquired immunodeficiency syndrome
Hyperesthesia;rheumatoid arthritis
Hyperesthesia;hypertension
Hyperesthesia;leprosy
Hyperesthesia;pancreatic cancer
Hyperesthesia;brain cancer
Hyperesthesia;Crohn's disease
Hyperesthesia;multiple sclerosis
Hyperesthesia;epilepsy syndrome
Hyperesthesia;migraine
Hyperesthesia;restless legs syndrome
Hyperesthesia;chronic kidney failure
Hyperesthesia;type 1 diabetes mellitus
Hyperesthesia;endogenous depression
Hyperesthesia;bone cancer
Hyperesthesia;periodontitis
Hyperesthesia;glaucoma
Hyperesthesia;atopic dermatitis
Hyperesthesia;autistic disorder
Hypesthesia;acquired immunodeficiency syndrome
Hypesthesia;breast cancer
Hypesthesia;skin cancer
Hypesthesia;rheumatoid arthritis
Hypesthesia;coronary artery disease
Hypesthesia;hypertension
Hypesthesia;systemic scleroderma
Hypesthesia;type 2 diabetes mellitus
Hypesthesia;leprosy
Hypesthesia;malignant glioma
Hypesthesia;esophageal cancer
Hypesthesia;ovarian cancer
Hypesthesia;head and neck cancer
Hypesthesia;hematologic cancer
Hypesthesia;brain cancer
Hypesthesia;meningioma
Hypesthesia;spinal cancer
Hypesthesia;mediastinal cancer
Hypesthesia;prostate cancer
Hypesthesia;kidney cancer
Hypesthesia;ankylosing spondylitis
Hypesthesia;Crohn's disease
Hypesthesia;multiple sclerosis
Hypesthesia;epilepsy syndrome
Hypesthesia;migraine
Hypesthesia;amyotrophic lateral sclerosis
Hypesthesia;restless legs syndrome
Hypesthesia;chronic kidney failure
Hypesthesia;systemic lupus erythematosus
Hypesthesia;type 1 diabetes mellitus
Hypesthesia;hypothyroidism
Hypesthesia;bipolar disorder
Hypesthesia;endogenous depression
Hypesthesia;schizophrenia
Hypesthesia;bone cancer
Hypesthesia;adrenal gland cancer
Hypesthesia;testicular cancer
Hypesthesia;peripheral nervous system neoplasm
Hypesthesia;urinary bladder cancer
Hypesthesia;Paget's disease of bone
Hypesthesia;celiac disease
Hypesthesia;Behcet's disease
Hypesthesia;periodontitis
Hypesthesia;intracranial aneurysm
Hypesthesia;Creutzfeldt-Jakob disease
Hypesthesia;abdominal aortic aneurysm
Hypesthesia;thoracic aortic aneurysm
Hypesthesia;salivary gland cancer
Paresthesia;acquired immunodeficiency syndrome
Paresthesia;breast cancer
Paresthesia;colon cancer
Paresthesia;skin cancer
Paresthesia;osteoporosis
Paresthesia;rheumatoid arthritis
Paresthesia;coronary artery disease
Paresthesia;hypertension
Paresthesia;systemic scleroderma
Paresthesia;type 2 diabetes mellitus
Paresthesia;obesity
Paresthesia;leprosy
Paresthesia;uterine fibroid
Paresthesia;muscle cancer
Paresthesia;malignant glioma
Paresthesia;melanoma
Paresthesia;retroperitoneal cancer
Paresthesia;esophageal cancer
Paresthesia;rectum cancer
Paresthesia;liver cancer
Paresthesia;pancreatic cancer
Paresthesia;ovarian cancer
Paresthesia;head and neck cancer
Paresthesia;brain cancer
Paresthesia;meningioma
Paresthesia;spinal cancer
Paresthesia;mediastinal cancer
Paresthesia;uterine cancer
Paresthesia;prostate cancer
Paresthesia;kidney cancer
Paresthesia;ankylosing spondylitis
Paresthesia;ulcerative colitis
Paresthesia;Crohn's disease
Paresthesia;asthma
Paresthesia;multiple sclerosis
Paresthesia;Parkinson's disease
Paresthesia;epilepsy syndrome
Paresthesia;migraine
Paresthesia;amyotrophic lateral sclerosis
Paresthesia;restless legs syndrome
Paresthesia;Graves' disease
Paresthesia;chronic kidney failure
Paresthesia;anemia
Paresthesia;systemic lupus erythematosus
Paresthesia;type 1 diabetes mellitus
Paresthesia;hypothyroidism
Paresthesia;panic disorder
Paresthesia;bipolar disorder
Paresthesia;endogenous depression
Paresthesia;schizophrenia
Paresthesia;germ cell cancer
Paresthesia;bone cancer
Paresthesia;adrenal gland cancer
Paresthesia;testicular cancer
Paresthesia;peripheral nervous system neoplasm
Paresthesia;vascular cancer
Paresthesia;vulva cancer
Paresthesia;urinary bladder cancer
Paresthesia;Paget's disease of bone
Paresthesia;psoriatic arthritis
Paresthesia;celiac disease
Paresthesia;pancreatitis
Paresthesia;Behcet's disease
Paresthesia;periodontitis
Paresthesia;intracranial aneurysm
Paresthesia;Creutzfeldt-Jakob disease
Paresthesia;glaucoma
Paresthesia;abdominal aortic aneurysm
Paresthesia;thoracic aortic aneurysm
Paresthesia;atopic dermatitis
Paresthesia;primary biliary cirrhosis
Paresthesia;Gilles de la Tourette syndrome
Taste Disorders;acquired immunodeficiency syndrome
Taste Disorders;breast cancer
Taste Disorders;rheumatoid arthritis
Taste Disorders;Alzheimer's disease
Taste Disorders;coronary artery disease
Taste Disorders;hypertension
Taste Disorders;systemic scleroderma
Taste Disorders;type 2 diabetes mellitus
Taste Disorders;obesity
Taste Disorders;leprosy
Taste Disorders;hepatitis B
Taste Disorders;stomach cancer
Taste Disorders;pancreatic cancer
Taste Disorders;ovarian cancer
Taste Disorders;head and neck cancer
Taste Disorders;brain cancer
Taste Disorders;Crohn's disease
Taste Disorders;asthma
Taste Disorders;multiple sclerosis
Taste Disorders;Parkinson's disease
Taste Disorders;epilepsy syndrome
Taste Disorders;migraine
Taste Disorders;amyotrophic lateral sclerosis
Taste Disorders;chronic kidney failure
Taste Disorders;type 1 diabetes mellitus
Taste Disorders;hypothyroidism
Taste Disorders;endogenous depression
Taste Disorders;schizophrenia
Taste Disorders;celiac disease
Taste Disorders;periodontitis
Taste Disorders;dental caries
Taste Disorders;otosclerosis
Taste Disorders;salivary gland cancer
Dysgeusia;breast cancer
Dysgeusia;rheumatoid arthritis
Dysgeusia;Alzheimer's disease
Dysgeusia;hypertension
Dysgeusia;systemic scleroderma
Dysgeusia;pancreatic cancer
Dysgeusia;head and neck cancer
Dysgeusia;brain cancer
Dysgeusia;thymus cancer
Dysgeusia;Crohn's disease
Dysgeusia;multiple sclerosis
Dysgeusia;epilepsy syndrome
Dysgeusia;migraine
Dysgeusia;chronic kidney failure
Dysgeusia;hypothyroidism
Dysgeusia;endogenous depression
Dysgeusia;schizophrenia
Dysgeusia;primary biliary cirrhosis
Vision Disorders;acquired immunodeficiency syndrome
Vision Disorders;breast cancer
