symptom_name;disease_common_name
Fatigue;chronic obstructive pulmonary disease
Fatigue;multiple sclerosis
Fatigue;Parkinson's disease
Fatigue;epilepsy syndrome
Fatigue;migraine
Fatigue;amyotrophic lateral sclerosis
Fatigue;restless legs syndrome
Fatigue;Graves' disease
Fatigue;chronic kidney failure
Fatigue;anemia
Fatigue;systemic lupus erythematosus
Fatigue;alopecia areata
Fatigue;type 1 diabetes mellitus
Fatigue;hypothyroidism
Fatigue;panic disorder
Fatigue;bipolar disorder
Fatigue;endogenous depression
Fatigue;schizophrenia
Fatigue;germ cell cancer
Fatigue;malignant mesothelioma
Fatigue;bone cancer
Fatigue;bile duct cancer
Fatigue;adrenal gland cancer
Fatigue;testicular cancer
Fatigue;ocular cancer
Fatigue;vascular cancer
Fatigue;vulva cancer
Fatigue;urinary bladder cancer
Fatigue;Paget's disease of bone
Fatigue;psoriatic arthritis
Fatigue;sclerosing cholangitis
Fatigue;celiac disease
Fatigue;pancreatitis
Fatigue;Behcet's disease
Fatigue;dental caries
Fatigue;idiopathic pulmonary fibrosis
Fatigue;intracranial aneurysm
Fatigue;Creutzfeldt-Jakob disease
Fatigue;glaucoma
Fatigue;dilated cardiomyopathy
Fatigue;abdominal aortic aneurysm
Fatigue;thoracic aortic aneurysm
Fatigue;attention deficit hyperactivity disorder
Fatigue;autistic disorder
Fatigue;primary biliary cirrhosis
Fatigue;vaginal cancer
Fatigue;otosclerosis
Fatigue;Gilles de la Tourette syndrome
Fatigue;narcolepsy
Fetal Distress;coronary artery disease
Fetal Distress;hypertension
Fetal Distress;obesity
Fetal Distress;hepatitis B
Fetal Distress;malaria
Fetal Distress;head and neck cancer
Fetal Distress;uterine cancer
Fetal Distress;asthma
Fetal Distress;epilepsy syndrome
Fetal Distress;Graves' disease
Fetal Distress;chronic kidney failure
Fetal Distress;anemia
Fetal Distress;systemic lupus erythematosus
Fetal Distress;type 1 diabetes mellitus
Fetal Distress;hypothyroidism
Fetal Distress;schizophrenia
Fetal Distress;pancreatitis
Fetal Distress;dental caries
Fetal Distress;gestational diabetes
Fetal Distress;attention deficit hyperactivity disorder
Fetal Distress;autistic disorder
Hot Flashes;breast cancer
Hot Flashes;osteoporosis
Hot Flashes;Alzheimer's disease
Hot Flashes;coronary artery disease
Hot Flashes;hypertension
Hot Flashes;metabolic syndrome X
Hot Flashes;obesity
Hot Flashes;uterine fibroid
Hot Flashes;liver cancer
Hot Flashes;uterine cancer
Hot Flashes;prostate cancer
Hot Flashes;migraine
Hot Flashes;restless legs syndrome
Hot Flashes;chronic kidney failure
Hot Flashes;anemia
Hot Flashes;systemic lupus erythematosus
Hot Flashes;hypothyroidism
Hot Flashes;panic disorder
Hot Flashes;endogenous depression
Hot Flashes;adrenal gland cancer
Hypergammaglobulinemia;acquired immunodeficiency syndrome
Hypergammaglobulinemia;breast cancer
Hypergammaglobulinemia;colon cancer
Hypergammaglobulinemia;skin cancer
Hypergammaglobulinemia;osteoporosis
Hypergammaglobulinemia;rheumatoid arthritis
Hypergammaglobulinemia;Alzheimer's disease
Hypergammaglobulinemia;coronary artery disease
Hypergammaglobulinemia;hypertension
Hypergammaglobulinemia;systemic scleroderma
Hypergammaglobulinemia;type 2 diabetes mellitus
Hypergammaglobulinemia;leprosy
Hypergammaglobulinemia;hepatitis B
Hypergammaglobulinemia;malaria
Hypergammaglobulinemia;melanoma
Hypergammaglobulinemia;retroperitoneal cancer
Hypergammaglobulinemia;stomach cancer
Hypergammaglobulinemia;liver cancer
Hypergammaglobulinemia;pancreatic cancer
Hypergammaglobulinemia;ovarian cancer
Hypergammaglobulinemia;head and neck cancer
Hypergammaglobulinemia;larynx cancer
Hypergammaglobulinemia;brain cancer
Hypergammaglobulinemia;meningioma
Hypergammaglobulinemia;mediastinal cancer
Hypergammaglobulinemia;thymus cancer
Hypergammaglobulinemia;prostate cancer
Hypergammaglobulinemia;kidney cancer
Hypergammaglobulinemia;ankylosing spondylitis
Hypergammaglobulinemia;ulcerative colitis
Hypergammaglobulinemia;Crohn's disease
Hypergammaglobulinemia;asthma
Hypergammaglobulinemia;chronic obstructive pulmonary disease
Hypergammaglobulinemia;multiple sclerosis
Hypergammaglobulinemia;Parkinson's disease
Hypergammaglobulinemia;epilepsy syndrome
Hypergammaglobulinemia;migraine
Hypergammaglobulinemia;amyotrophic lateral sclerosis
Hypergammaglobulinemia;Graves' disease
Hypergammaglobulinemia;chronic kidney failure
Hypergammaglobulinemia;anemia
Hypergammaglobulinemia;systemic lupus erythematosus
Hypergammaglobulinemia;type 1 diabetes mellitus
Hypergammaglobulinemia;hypothyroidism
Hypergammaglobulinemia;schizophrenia
Hypergammaglobulinemia;malignant mesothelioma
Hypergammaglobulinemia;bone cancer
Hypergammaglobulinemia;gallbladder cancer
Hypergammaglobulinemia;ocular cancer
Hypergammaglobulinemia;Paget's disease of bone
Hypergammaglobulinemia;sclerosing cholangitis
Hypergammaglobulinemia;celiac disease
Hypergammaglobulinemia;pancreatitis
Hypergammaglobulinemia;Behcet's disease
Hypergammaglobulinemia;idiopathic pulmonary fibrosis
Hypergammaglobulinemia;age related macular degeneration
Hypergammaglobulinemia;IgA glomerulonephritis
Hypergammaglobulinemia;membranous glomerulonephritis
Hypergammaglobulinemia;focal segmental glomerulosclerosis
Hypergammaglobulinemia;dilated cardiomyopathy
Hypergammaglobulinemia;atopic dermatitis
Hypergammaglobulinemia;primary biliary cirrhosis
Hypergammaglobulinemia;otosclerosis
Hypergammaglobulinemia;refractive error
Mobility Limitation;breast cancer
Mobility Limitation;osteoporosis
Mobility Limitation;rheumatoid arthritis
Mobility Limitation;Alzheimer's disease
Mobility Limitation;hypertension
Mobility Limitation;type 2 diabetes mellitus
Mobility Limitation;metabolic syndrome X
Mobility Limitation;obesity
Mobility Limitation;leprosy
Mobility Limitation;pancreatic cancer
Mobility Limitation;brain cancer
Mobility Limitation;meningioma
Mobility Limitation;prostate cancer
Mobility Limitation;kidney cancer
Mobility Limitation;ankylosing spondylitis
Mobility Limitation;ulcerative colitis
Mobility Limitation;Crohn's disease
Mobility Limitation;chronic obstructive pulmonary disease
Mobility Limitation;multiple sclerosis
Mobility Limitation;Parkinson's disease
Mobility Limitation;epilepsy syndrome
Mobility Limitation;amyotrophic lateral sclerosis
Mobility Limitation;chronic kidney failure
Mobility Limitation;anemia
Mobility Limitation;type 1 diabetes mellitus
Mobility Limitation;endogenous depression
Mobility Limitation;schizophrenia
Mobility Limitation;germ cell cancer
Mobility Limitation;bone cancer
Cerebrospinal Fluid Otorrhea;type 2 diabetes mellitus
Cerebrospinal Fluid Otorrhea;brain cancer
Cerebrospinal Fluid Otorrhea;epilepsy syndrome
Cerebrospinal Fluid Otorrhea;bone cancer
Cerebrospinal Fluid Otorrhea;otosclerosis
Dyskinesias;Alzheimer's disease
Dyskinesias;coronary artery disease
Dyskinesias;hypertension
Dyskinesias;type 2 diabetes mellitus
Dyskinesias;metabolic syndrome X
Dyskinesias;obesity
Dyskinesias;ovarian cancer
Dyskinesias;head and neck cancer
Dyskinesias;brain cancer
Dyskinesias;meningioma
Dyskinesias;kidney cancer
Dyskinesias;multiple sclerosis
Dyskinesias;Parkinson's disease
Dyskinesias;epilepsy syndrome
Dyskinesias;migraine
Dyskinesias;amyotrophic lateral sclerosis
Dyskinesias;restless legs syndrome
Dyskinesias;chronic kidney failure
Dyskinesias;type 1 diabetes mellitus
Dyskinesias;hypothyroidism
Dyskinesias;bipolar disorder
Dyskinesias;endogenous depression
Dyskinesias;schizophrenia
Dyskinesias;Behcet's disease
Dyskinesias;Creutzfeldt-Jakob disease
Dyskinesias;autistic disorder
Dyskinesias;Gilles de la Tourette syndrome
Ataxia;acquired immunodeficiency syndrome
Ataxia;breast cancer
Ataxia;colon cancer
Ataxia;skin cancer
Ataxia;rheumatoid arthritis
Ataxia;Alzheimer's disease
Ataxia;hypertension
Ataxia;type 2 diabetes mellitus
Ataxia;obesity
Ataxia;malaria
Ataxia;malignant glioma
Ataxia;melanoma
Ataxia;rectum cancer
Ataxia;stomach cancer
Ataxia;liver cancer
Ataxia;ovarian cancer
Ataxia;brain cancer
Ataxia;meningioma
Ataxia;spinal cancer
Ataxia;mediastinal cancer
Ataxia;uterine cancer
Ataxia;prostate cancer
Ataxia;kidney cancer
Ataxia;ulcerative colitis
Ataxia;Crohn's disease
Ataxia;multiple sclerosis
Ataxia;Parkinson's disease
Ataxia;epilepsy syndrome
Ataxia;migraine
Ataxia;amyotrophic lateral sclerosis
Ataxia;restless legs syndrome
Ataxia;Graves' disease
Ataxia;chronic kidney failure
Ataxia;Kawasaki disease
Ataxia;anemia
Ataxia;systemic lupus erythematosus
Ataxia;type 1 diabetes mellitus
Ataxia;hypothyroidism
Ataxia;bipolar disorder
Ataxia;endogenous depression
Ataxia;schizophrenia
Ataxia;jejunal cancer
Ataxia;adrenal gland cancer
Ataxia;testicular cancer
Ataxia;vascular cancer
Ataxia;urinary bladder cancer
Ataxia;Paget's disease of bone
Ataxia;gout
Ataxia;celiac disease
Ataxia;Behcet's disease
Ataxia;intracranial aneurysm
Ataxia;Creutzfeldt-Jakob disease
Ataxia;glaucoma
Ataxia;age related macular degeneration
Ataxia;membranous glomerulonephritis
Ataxia;dilated cardiomyopathy
Ataxia;attention deficit hyperactivity disorder
Ataxia;autistic disorder
Ataxia;primary biliary cirrhosis
Cerebellar Ataxia;acquired immunodeficiency syndrome
Cerebellar Ataxia;breast cancer
Cerebellar Ataxia;colon cancer
Cerebellar Ataxia;skin cancer
Cerebellar Ataxia;Alzheimer's disease
Cerebellar Ataxia;hypertension
Cerebellar Ataxia;systemic scleroderma
Cerebellar Ataxia;type 2 diabetes mellitus
Cerebellar Ataxia;hepatitis B
Cerebellar Ataxia;malaria
Cerebellar Ataxia;malignant glioma
Cerebellar Ataxia;retroperitoneal cancer
Cerebellar Ataxia;stomach cancer
Cerebellar Ataxia;liver cancer
Cerebellar Ataxia;pancreatic cancer
Cerebellar Ataxia;ovarian cancer
Cerebellar Ataxia;head and neck cancer
Cerebellar Ataxia;larynx cancer
Cerebellar Ataxia;brain cancer
Cerebellar Ataxia;meningioma
Cerebellar Ataxia;spinal cancer
Cerebellar Ataxia;mediastinal cancer
Cerebellar Ataxia;thymus cancer
Cerebellar Ataxia;kidney cancer
Cerebellar Ataxia;asthma
Cerebellar Ataxia;multiple sclerosis
Cerebellar Ataxia;Parkinson's disease
Cerebellar Ataxia;epilepsy syndrome
Cerebellar Ataxia;migraine
Cerebellar Ataxia;amyotrophic lateral sclerosis
Cerebellar Ataxia;restless legs syndrome
Cerebellar Ataxia;chronic kidney failure
Cerebellar Ataxia;anemia
Cerebellar Ataxia;systemic lupus erythematosus
Cerebellar Ataxia;type 1 diabetes mellitus
Cerebellar Ataxia;hypothyroidism
Cerebellar Ataxia;bipolar disorder
Cerebellar Ataxia;endogenous depression
Cerebellar Ataxia;schizophrenia
Cerebellar Ataxia;germ cell cancer
Cerebellar Ataxia;adrenal gland cancer
Cerebellar Ataxia;testicular cancer
Cerebellar Ataxia;vascular cancer
Cerebellar Ataxia;urinary bladder cancer
Cerebellar Ataxia;celiac disease
Cerebellar Ataxia;Behcet's disease
Cerebellar Ataxia;idiopathic pulmonary fibrosis
Cerebellar Ataxia;intracranial aneurysm
Cerebellar Ataxia;Creutzfeldt-Jakob disease
Cerebellar Ataxia;age related macular degeneration
Cerebellar Ataxia;dilated cardiomyopathy
Cerebellar Ataxia;autistic disorder
Cerebellar Ataxia;primary biliary cirrhosis
Cerebellar Ataxia;narcolepsy
Cerebellar Ataxia;fallopian tube cancer
Gait Ataxia;hypertension
Gait Ataxia;obesity
Gait Ataxia;rectum cancer
Gait Ataxia;ovarian cancer
Gait Ataxia;meningioma
Gait Ataxia;spinal cancer
Gait Ataxia;multiple sclerosis
Gait Ataxia;Parkinson's disease
Gait Ataxia;epilepsy syndrome
Gait Ataxia;amyotrophic lateral sclerosis
Gait Ataxia;systemic lupus erythematosus
Gait Ataxia;schizophrenia
Gait Ataxia;celiac disease
Gait Ataxia;Behcet's disease
Gait Ataxia;Creutzfeldt-Jakob disease
Athetosis;acquired immunodeficiency syndrome
Athetosis;skin cancer
Athetosis;Alzheimer's disease
Athetosis;type 2 diabetes mellitus
Athetosis;brain cancer
Athetosis;thymus cancer
Athetosis;ankylosing spondylitis
Athetosis;multiple sclerosis
Athetosis;Parkinson's disease
Athetosis;epilepsy syndrome
Athetosis;amyotrophic lateral sclerosis
Athetosis;chronic kidney failure
Athetosis;systemic lupus erythematosus
Athetosis;bipolar disorder
Athetosis;endogenous depression
Athetosis;schizophrenia
Athetosis;intracranial aneurysm
Athetosis;Creutzfeldt-Jakob disease
Athetosis;Gilles de la Tourette syndrome
Chorea;acquired immunodeficiency syndrome
Chorea;breast cancer
Chorea;skin cancer
Chorea;rheumatoid arthritis
Chorea;Alzheimer's disease
Chorea;hypertension
Chorea;systemic scleroderma
Chorea;type 2 diabetes mellitus
Chorea;obesity
Chorea;leprosy
Chorea;malaria
Chorea;pancreatic cancer
Chorea;brain cancer
Chorea;thymus cancer
Chorea;kidney cancer
Chorea;ankylosing spondylitis
Chorea;ulcerative colitis
Chorea;Crohn's disease
Chorea;chronic obstructive pulmonary disease
Chorea;multiple sclerosis
Chorea;Parkinson's disease
Chorea;epilepsy syndrome
Chorea;migraine
Chorea;amyotrophic lateral sclerosis
Chorea;restless legs syndrome
Chorea;Graves' disease
Chorea;chronic kidney failure
Chorea;systemic lupus erythematosus
Chorea;type 1 diabetes mellitus
Chorea;hypothyroidism
Chorea;bipolar disorder
Chorea;endogenous depression
Chorea;schizophrenia
Chorea;jejunal cancer
Chorea;adrenal gland cancer
Chorea;testicular cancer
Chorea;celiac disease
Chorea;Behcet's disease
Chorea;intracranial aneurysm
Chorea;Creutzfeldt-Jakob disease
Chorea;dilated cardiomyopathy
Chorea;attention deficit hyperactivity disorder
Chorea;Gilles de la Tourette syndrome
Dystonia;acquired immunodeficiency syndrome
Dystonia;breast cancer
Dystonia;Alzheimer's disease
Dystonia;coronary artery disease
Dystonia;hypertension
Dystonia;systemic scleroderma
Dystonia;vitiligo
Dystonia;type 2 diabetes mellitus
Dystonia;metabolic syndrome X
Dystonia;obesity
Dystonia;malaria
Dystonia;malignant glioma
Dystonia;pancreatic cancer
Dystonia;brain cancer
Dystonia;meningioma
Dystonia;spinal cancer
Dystonia;multiple sclerosis
Dystonia;Parkinson's disease
Dystonia;epilepsy syndrome
Dystonia;migraine
Dystonia;restless legs syndrome
Dystonia;Graves' disease
Dystonia;systemic lupus erythematosus
Dystonia;type 1 diabetes mellitus
Dystonia;panic disorder
Dystonia;bipolar disorder
Dystonia;endogenous depression
Dystonia;schizophrenia
Dystonia;polycystic ovary syndrome
Dystonia;germ cell cancer
Dystonia;celiac disease
Dystonia;Behcet's disease
Dystonia;intracranial aneurysm
Dystonia;Creutzfeldt-Jakob disease
Dystonia;attention deficit hyperactivity disorder
Dystonia;autistic disorder
Dystonia;Gilles de la Tourette syndrome
Hyperkinesis;skin cancer
Hyperkinesis;Alzheimer's disease
Hyperkinesis;coronary artery disease
Hyperkinesis;hypertension
Hyperkinesis;obesity
Hyperkinesis;malignant glioma
Hyperkinesis;brain cancer
Hyperkinesis;asthma
Hyperkinesis;multiple sclerosis
Hyperkinesis;Parkinson's disease
Hyperkinesis;epilepsy syndrome
Hyperkinesis;migraine
Hyperkinesis;amyotrophic lateral sclerosis
Hyperkinesis;restless legs syndrome
Hyperkinesis;Graves' disease
Hyperkinesis;chronic kidney failure
Hyperkinesis;systemic lupus erythematosus
Hyperkinesis;bipolar disorder
Hyperkinesis;endogenous depression
Hyperkinesis;schizophrenia
Hyperkinesis;intracranial aneurysm
Hyperkinesis;atopic dermatitis
Hyperkinesis;attention deficit hyperactivity disorder
Hyperkinesis;autistic disorder
Hyperkinesis;Gilles de la Tourette syndrome
Hyperkinesis;narcolepsy
Hyperkinesis;conduct disorder
Hypokinesia;osteoporosis
Hypokinesia;rheumatoid arthritis
Hypokinesia;Alzheimer's disease
Hypokinesia;coronary artery disease
Hypokinesia;hypertension
Hypokinesia;brain cancer
Hypokinesia;Parkinson's disease
Hypokinesia;epilepsy syndrome
Hypokinesia;amyotrophic lateral sclerosis
Hypokinesia;chronic kidney failure
Hypokinesia;anemia
Hypokinesia;endogenous depression
Hypokinesia;schizophrenia
Hypokinesia;germ cell cancer
Hypokinesia;testicular cancer
Hypokinesia;periodontitis
Hypokinesia;dental caries
Hypokinesia;Creutzfeldt-Jakob disease
Hypokinesia;dilated cardiomyopathy
Hypokinesia;Gilles de la Tourette syndrome
Myoclonus;acquired immunodeficiency syndrome
Myoclonus;breast cancer
Myoclonus;colon cancer
Myoclonus;skin cancer
Myoclonus;rheumatoid arthritis
Myoclonus;Alzheimer's disease
Myoclonus;hypertension
Myoclonus;systemic scleroderma
Myoclonus;type 2 diabetes mellitus
Myoclonus;malignant glioma
Myoclonus;melanoma
Myoclonus;stomach cancer
Myoclonus;ovarian cancer
Myoclonus;head and neck cancer
Myoclonus;brain cancer
Myoclonus;spinal cancer
Myoclonus;mediastinal cancer
Myoclonus;thymus cancer
Myoclonus;kidney cancer
Myoclonus;asthma
Myoclonus;multiple sclerosis
Myoclonus;Parkinson's disease
Myoclonus;epilepsy syndrome
Myoclonus;migraine
Myoclonus;amyotrophic lateral sclerosis
Myoclonus;restless legs syndrome
Myoclonus;Graves' disease
Myoclonus;chronic kidney failure
Myoclonus;systemic lupus erythematosus
Myoclonus;panic disorder
Myoclonus;bipolar disorder
Myoclonus;endogenous depression
Myoclonus;schizophrenia
Myoclonus;adrenal gland cancer
Myoclonus;peripheral nervous system neoplasm
Myoclonus;urinary bladder cancer
Myoclonus;celiac disease
Myoclonus;Behcet's disease
Myoclonus;intracranial aneurysm
Myoclonus;Creutzfeldt-Jakob disease
Myoclonus;age related macular degeneration
Myoclonus;dilated cardiomyopathy
Myoclonus;attention deficit hyperactivity disorder
Myoclonus;autistic disorder
Myoclonus;Gilles de la Tourette syndrome
Myoclonus;narcolepsy
Psychomotor Agitation;acquired immunodeficiency syndrome
Psychomotor Agitation;Alzheimer's disease
Psychomotor Agitation;coronary artery disease
Psychomotor Agitation;hypertension
Psychomotor Agitation;systemic scleroderma
Psychomotor Agitation;obesity
Psychomotor Agitation;malignant glioma
Psychomotor Agitation;pancreatic cancer
Psychomotor Agitation;brain cancer
Psychomotor Agitation;meningioma
Psychomotor Agitation;ulcerative colitis
Psychomotor Agitation;Crohn's disease
Psychomotor Agitation;asthma
Psychomotor Agitation;multiple sclerosis
Psychomotor Agitation;Parkinson's disease
Psychomotor Agitation;epilepsy syndrome
Psychomotor Agitation;migraine
Psychomotor Agitation;restless legs syndrome
Psychomotor Agitation;Graves' disease
Psychomotor Agitation;chronic kidney failure
Psychomotor Agitation;systemic lupus erythematosus
Psychomotor Agitation;type 1 diabetes mellitus
Psychomotor Agitation;hypothyroidism
